Benchmark#,Description,Idea/Standard,Subject,Grade,Body Of Knowledge/ Strand
MA.912.FL.1.3,Solve real-world problems involving weighted averages using spreadsheets and other technology.,Build mathematical foundations for financial literacy.,Mathematics (B.E.S.T.),912,Financial Literacy
MA.912.FL.2.1,"Given assets and liabilities, calculate net worth using spreadsheets and other technology.",Develop an understanding of basic accounting and economic principles.,Mathematics (B.E.S.T.),912,Financial Literacy
MA.912.FL.2.2,"Solve real-world problems involving profits, costs and revenues using spreadsheets and other technology.",Develop an understanding of basic accounting and economic principles.,Mathematics (B.E.S.T.),912,Financial Literacy
MA.912.FL.2.3,"Explain how consumer price index (CPI), gross domestic product (GDP), stock indices, unemployment rate and trade deficit are calculated. Interpret their value in terms of the context.",Develop an understanding of basic accounting and economic principles.,Mathematics (B.E.S.T.),912,Financial Literacy
MA.912.FL.2.4,"Given current exchange rates, convert between currencies. Solve real-world problems involving exchange rates.",Develop an understanding of basic accounting and economic principles.,Mathematics (B.E.S.T.),912,Financial Literacy
MA.912.FL.2.5,Develop budgets that fit within various incomes using spreadsheets and other technology.,Develop an understanding of basic accounting and economic principles.,Mathematics (B.E.S.T.),912,Financial Literacy
MA.912.FL.2.6,"Given a real-world scenario, complete and calculate federal income tax using spreadsheets and other technology.",Develop an understanding of basic accounting and economic principles.,Mathematics (B.E.S.T.),912,Financial Literacy
MA.912.FL.3.1,"Compare simple, compound and continuously compounded interest over time.",Describe the advantages and disadvantages of short-term and long-term purchases.,Mathematics (B.E.S.T.),912,Financial Literacy
MA.912.FL.3.2,"Solve real-world problems involving simple, compound and continuously compounded interest.",Describe the advantages and disadvantages of short-term and long-term purchases.,Mathematics (B.E.S.T.),912,Financial Literacy
MA.912.FL.3.3,Solve real-world problems involving present value and future value of money,Describe the advantages and disadvantages of short-term and long-term purchases.,Mathematics (B.E.S.T.),912,Financial Literacy
MA.912.FL.3.4,Explain the relationship between simple interest and linear growth. Explain the relationship between compound interest and exponential growth and the relationship between continuously compounded interest and exponential growth.,Describe the advantages and disadvantages of short-term and long-term purchases.,Mathematics (B.E.S.T.),912,Financial Literacy
MA.912.FL.3.5,Compare the advantages and disadvantages of using cash versus personal financing options.,Describe the advantages and disadvantages of short-term and long-term purchases.,Mathematics (B.E.S.T.),912,Financial Literacy
MA.912.FL.3.6,"Calculate the finance charges and total amount due on a bill using various forms of credit using estimation, spreadsheets and other technology.",Describe the advantages and disadvantages of short-term and long-term purchases.,Mathematics (B.E.S.T.),912,Financial Literacy
MA.912.FL.3.7,Compare the advantages and disadvantages of different types of student loans by manipulating a variety of variables and calculating the total cost using spreadsheets and other technology.,Describe the advantages and disadvantages of short-term and long-term purchases.,Mathematics (B.E.S.T.),912,Financial Literacy
MA.912.FL.3.8,"Calculate using spreadsheets and other technology the total cost of purchasing consumer durables over time given different monthly payments, down payments, financing options and fees.",Describe the advantages and disadvantages of short-term and long-term purchases.,Mathematics (B.E.S.T.),912,Financial Literacy
MA.912.FL.3.9,Compare the advantages and disadvantages of different types of mortgage loans by manipulating a variety of variables and calculating fees and total cost using spreadsheets and other technology.,Describe the advantages and disadvantages of short-term and long-term purchases.,Mathematics (B.E.S.T.),912,Financial Literacy
MA.912.FL.3.10,"Analyze credit scores qualitatively. Explain how short-term and long-term purchases, including deferred payments, may increase or decrease credit scores. Explain how credit scores influence buying power.",Describe the advantages and disadvantages of short-term and long-term purchases.,Mathematics (B.E.S.T.),912,Financial Literacy
MA.912.FL.3.11,"Given a real-world scenario, establish a plan to pay off debt.",Describe the advantages and disadvantages of short-term and long-term purchases.,Mathematics (B.E.S.T.),912,Financial Literacy
MA.912.FL.3.12,"Given fixed costs, per item costs and selling price, determine the break-even point for sales volume.",Describe the advantages and disadvantages of short-term and long-term purchases.,Mathematics (B.E.S.T.),912,Financial Literacy
MA.912.FL.4.1,"Calculate and compare various options, deductibles and fees for various types of insurance policies using spreadsheets and other technology.","Describe the advantages and disadvantages of financial and investment plans, including insurances.",Mathematics (B.E.S.T.),912,Financial Literacy
MA.912.FL.4.2,Compare the advantages and disadvantages for adding on a one-time warranty to a purchase using spreadsheets and other technology.,"Describe the advantages and disadvantages of financial and investment plans, including insurances.",Mathematics (B.E.S.T.),912,Financial Literacy
MA.912.FL.4.3,Compare the advantages and disadvantages of various retirement savings plans using spreadsheets and other technology.,"Describe the advantages and disadvantages of financial and investment plans, including insurances.",Mathematics (B.E.S.T.),912,Financial Literacy
MA.912.FL.4.4,"Collect, organize and interpret data to determine an effective retirement savings plan to meet personal financial goals using spreadsheets and other technology.","Describe the advantages and disadvantages of financial and investment plans, including insurances.",Mathematics (B.E.S.T.),912,Financial Literacy
MA.912.FL.4.5,Compare different ways that portfolios can be diversified in investments.,"Describe the advantages and disadvantages of financial and investment plans, including insurances.",Mathematics (B.E.S.T.),912,Financial Literacy
MA.912.FL.4.6,"Simulate the purchase of a stock portfolio with a set amount of money, and evaluate its worth over time considering gains, losses and selling, taking into account any associated fees.","Describe the advantages and disadvantages of financial and investment plans, including insurances.",Mathematics (B.E.S.T.),912,Financial Literacy
MA.912.GR.1.1,"Prove relationships and theorems about lines and angles. Solve mathematical and real-world problems involving postulates, relationships and theorems of lines and angles.",Prove and apply geometric theorems to solve problems.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.1.2,"Prove triangle congruence or similarity using Side-Side-Side, Side-Angle-Side, Angle-Side-Angle, Angle-Angle-Side, Angle-Angle and Hypotenuse-Leg.",Prove and apply geometric theorems to solve problems.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.1.3,"Prove relationships and theorems about triangles. Solve mathematical and real-world problems involving postulates, relationships and theorems of triangles.",Prove and apply geometric theorems to solve problems.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.1.4,"Prove relationships and theorems about parallelograms. Solve mathematical and real-world problems involving postulates, relationships and theorems of parallelograms.",Prove and apply geometric theorems to solve problems.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.1.5,"Prove relationships and theorems about trapezoids. Solve mathematical and real-world problems involving postulates, relationships and theorems of trapezoids.",Prove and apply geometric theorems to solve problems.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.1.6,Solve mathematical and real-world problems involving congruence or similarity in two-dimensional figures.,Prove and apply geometric theorems to solve problems.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.2.1,"Given a preimage and image, describe the transformation and represent the transformation algebraically using coordinates.",Apply properties of transformations to describe congruence or similarity.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.2.2,Identify transformations that do or do not preserve distance.,Apply properties of transformations to describe congruence or similarity.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.2.3,Identify a sequence of transformations that will map a given figure onto itself or onto another congruent or similar figure.,Apply properties of transformations to describe congruence or similarity.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.2.4,"Determine symmetries of reflection, symmetries of rotation and symmetries of translation of a geometric figure.",Apply properties of transformations to describe congruence or similarity.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.2.5,"Given a geometric figure and a sequence of transformations, draw the transformed figure on a coordinate plane.",Apply properties of transformations to describe congruence or similarity.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.2.6,Apply rigid transformations to map one figure onto another to justify that the two figures are congruent.,Apply properties of transformations to describe congruence or similarity.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.2.7,Justify the criteria for triangle congruence using the definition of congruence in terms of rigid transformations.,Apply properties of transformations to describe congruence or similarity.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.2.8,Apply an appropriate transformation to map one figure onto another to justify that the two figures are similar.,Apply properties of transformations to describe congruence or similarity.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.2.9,Justify the criteria for triangle similarity using the definition of similarity in terms of non-rigid transformations.,Apply properties of transformations to describe congruence or similarity.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.3.1,Determine the weighted average of two or more points on a line.,Use coordinate geometry to solve problems or prove relationships.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.3.2,"Given a mathematical context, use coordinate geometry to classify or justify definitions, properties and theorems involving circles, triangles or quadrilaterals.",Use coordinate geometry to solve problems or prove relationships.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.3.3,"Use coordinate geometry to solve mathematical and real-world geometric problems involving lines, circles, triangles and quadrilaterals.",Use coordinate geometry to solve problems or prove relationships.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.3.4,Use coordinate geometry to solve mathematical and real-world problems on the coordinate plane involving perimeter or area of polygons.,Use coordinate geometry to solve problems or prove relationships.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.4.1,Identify the shapes of two-dimensional cross-sections of three-dimensional figures.,Use geometric measurement and dimensions to solve problems.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.4.2,Identify three-dimensional objects generated by rotations of two-dimensional figures.,Use geometric measurement and dimensions to solve problems.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.4.3,Extend previous understanding of scale drawings and scale factors to determine how dilations affect the area of two-dimensional figures and the surface area or volume of three-dimensional figures.,Use geometric measurement and dimensions to solve problems.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.4.4,Solve mathematical and real-world problems involving the area of two-dimensional figures.,Use geometric measurement and dimensions to solve problems.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.4.5,"Solve mathematical and real-world problems involving the volume of three-dimensional figures limited to cylinders, pyramids, prisms, cones and spheres.",Use geometric measurement and dimensions to solve problems.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.4.6,"Solve mathematical and real-world problems involving the surface area of three-dimensional figures limited to cylinders, pyramids, prisms, cones and spheres.",Use geometric measurement and dimensions to solve problems.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.5.1,Construct a copy of a segment or an angle.,Make formal geometric constructions with a variety of tools and methods.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.5.2,"Construct the bisector of a segment or an angle, including the perpendicular bisector of a line segment.",Make formal geometric constructions with a variety of tools and methods.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.5.3,Construct the inscribed and circumscribed circles of a triangle.,Make formal geometric constructions with a variety of tools and methods.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.5.4,"Construct a regular polygon inscribed in a circle. Regular polygons are limited to triangles, quadrilaterals and hexagons.",Make formal geometric constructions with a variety of tools and methods.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.5.5,"Given a point outside a circle, construct a line tangent to the circle that passes through the given point.",Make formal geometric constructions with a variety of tools and methods.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.6.1,"Solve mathematical and real-world problems involving the length of a secant, tangent, segment or chord in a given circle.",Use properties and theorems related to circles.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.6.2,Solve mathematical and real-world problems involving the measures of arcs and related angles.,Use properties and theorems related to circles.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.6.3,Solve mathematical problems involving triangles and quadrilaterals inscribed in a circle.,Use properties and theorems related to circles.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.6.4,Solve mathematical and real-world problems involving the arc length and area of a sector in a given circle.,Use properties and theorems related to circles.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.6.5,Apply transformations to prove that all circles are similar.,Use properties and theorems related to circles.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.7.1,"Given a conic section, describe how it can result from the slicing of two cones.",Apply geometric and algebraic representations of conic sections.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.7.2,"Given a mathematical or real-world context, derive and create the equation of a circle using key features.",Apply geometric and algebraic representations of conic sections.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.7.3,Graph and solve mathematical and real-world problems that are modeled with an equation of a circle. Determine and interpret key features in terms of the context.,Apply geometric and algebraic representations of conic sections.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.7.4,"Given a mathematical or real-world context, derive and create the equation of a parabola using key features.",Apply geometric and algebraic representations of conic sections.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.7.5,Graph and solve mathematical and real-world problems that are modeled with an equation of a parabola. Determine and interpret key features in terms of the context.,Apply geometric and algebraic representations of conic sections.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.7.6,"Given a mathematical or real-world context, derive and create the equation of an ellipse using key features.",Apply geometric and algebraic representations of conic sections.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.7.7,Graph and solve mathematical and real-world problems that are modeled with an equation of an ellipse. Determine and interpret key features in terms of the context.,Apply geometric and algebraic representations of conic sections.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.7.8,"Given a mathematical or real-world context, derive and create the equation of a hyperbola using key features.",Apply geometric and algebraic representations of conic sections.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.GR.7.9,Graph and solve mathematical and real-world problems that are modeled with an equation of a hyperbola. Determine and interpret key features in terms of the context.,Apply geometric and algebraic representations of conic sections.,Mathematics (B.E.S.T.),912,Geometric Reasoning
MA.912.LT.1.1,Apply recursive and iterative thinking to solve problems.,Apply recursive methods to solve problems.,Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.1.2,Solve problems involving recurrence relations.,Apply recursive methods to solve problems.,Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.1.3,Apply mathematical induction in a variety of applications.,Apply recursive methods to solve problems.,Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.2.1,Define and explain the basic concepts of Graph Theory.,Apply optimization and techniques from Graph Theory to solve problems.,Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.2.2,Solve problems involving paths in graphs.,Apply optimization and techniques from Graph Theory to solve problems.,Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.2.3,Solve scheduling problems using critical path analysis and Gantt charts. Create a schedule using critical path analysis.,Apply optimization and techniques from Graph Theory to solve problems.,Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.2.4,Apply graph coloring techniques to solve problems.,Apply optimization and techniques from Graph Theory to solve problems.,Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.2.5,"Apply spanning trees, rooted trees, binary trees and decision trees to solve problems.",Apply optimization and techniques from Graph Theory to solve problems.,Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.2.6,Solve problems concerning optimizing resource usage using bin-packing techniques.,Apply optimization and techniques from Graph Theory to solve problems.,Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.2.7,Solve problems involving optimal strategies in Game Theory.,Apply optimization and techniques from Graph Theory to solve problems.,Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.3.1,Define and explain the basic concepts of Election Theory and voting.,Apply techniques from Election Theory and Fair Division Theory to solve problems.,Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.3.2,Analyze election data using election theory techniques. Explain how Arrow’s Impossibility Theorem may be related to the fairness of the outcome of the election.,Apply techniques from Election Theory and Fair Division Theory to solve problems.,Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.3.3,Decide voting power within a group using weighted voting techniques. Provide real-world examples of weighted voting and its pros and cons.,Apply techniques from Election Theory and Fair Division Theory to solve problems.,Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.3.4,Solve problems using fair division and apportionment techniques.,Apply techniques from Election Theory and Fair Division Theory to solve problems.,Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.4.1,Translate propositional statements into logical arguments using propositional variables and logical connectives.,"Develop an understanding of the fundamentals of propositional logic, arguments and methods of proof.",Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.4.2,Determine truth values of simple and compound statements using truth tables.,"Develop an understanding of the fundamentals of propositional logic, arguments and methods of proof.",Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.4.3,"Identify and accurately interpret “if…then,” “if and only if,” “all” and “not” statements. Find the converse, inverse and contrapositive of a statement.","Develop an understanding of the fundamentals of propositional logic, arguments and methods of proof.",Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.4.4,"Represent logic operations, such as AND, OR, NOT, NOR, and XOR, using logical symbolism to solve problems.","Develop an understanding of the fundamentals of propositional logic, arguments and methods of proof.",Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.4.5,Determine whether two propositions are logically equivalent.,"Develop an understanding of the fundamentals of propositional logic, arguments and methods of proof.",Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.4.6,Apply methods of direct and indirect proof and determine whether a logical argument is valid.,"Develop an understanding of the fundamentals of propositional logic, arguments and methods of proof.",Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.4.7,"Identify and give examples of undefined terms; axioms; theorems; proofs, including proofs using mathematical induction; and inductive and deductive reasoning.","Develop an understanding of the fundamentals of propositional logic, arguments and methods of proof.",Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.4.8,"Construct proofs, including proofs by contradiction.","Develop an understanding of the fundamentals of propositional logic, arguments and methods of proof.",Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.4.9,"Construct logical arguments using laws of detachment, syllogism, tautology, contradiction and Euler Diagrams.","Develop an understanding of the fundamentals of propositional logic, arguments and methods of proof.",Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.4.10,Judge the validity of arguments and give counterexamples to disprove statements.,"Develop an understanding of the fundamentals of propositional logic, arguments and methods of proof.",Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.5.1,"Given two sets, determine whether the two sets are equivalent and whether one set is a subset of another. Given one set, determine its power set.",Apply properties from Set Theory to solve problems.,Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.5.2,"Given a relation on two sets, determine whether the relation is a function, determine the inverse of the relation if it exists and identify if the relation is bijective.",Apply properties from Set Theory to solve problems.,Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.5.3,Partition a set into disjoint subsets and determine an equivalence class given the equivalence relation on a set.,Apply properties from Set Theory to solve problems.,Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.5.4,"Perform the set operations of taking the complement of a set and the union, intersection, difference and product of two sets.",Apply properties from Set Theory to solve problems.,Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.5.5,Explore relationships and patterns and make arguments about relationships between sets using Venn Diagrams.,Apply properties from Set Theory to solve problems.,Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.5.6,"Prove set relations, including DeMorgan’s Laws and equivalence relations.",Apply properties from Set Theory to solve problems.,Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.NSO.1.1,Extend previous understanding of the Laws of Exponents to include rational exponents. Apply the Laws of Exponents to evaluate numerical expressions and generate equivalent numerical expressions involving rational exponents.,"Generate equivalent expressions and perform operations with expressions involving exponents, radicals or logarithms.",Mathematics (B.E.S.T.),912,Number Sense and Operations
MA.912.NSO.1.2,Generate equivalent algebraic expressions using the properties of exponents.,"Generate equivalent expressions and perform operations with expressions involving exponents, radicals or logarithms.",Mathematics (B.E.S.T.),912,Number Sense and Operations
MA.912.NSO.1.3,Generate equivalent algebraic expressions involving radicals or rational exponents using the properties of exponents.,"Generate equivalent expressions and perform operations with expressions involving exponents, radicals or logarithms.",Mathematics (B.E.S.T.),912,Number Sense and Operations
MA.912.NSO.1.4,"Apply previous understanding of operations with rational numbers to add, subtract, multiply and divide numerical radicals.","Generate equivalent expressions and perform operations with expressions involving exponents, radicals or logarithms.",Mathematics (B.E.S.T.),912,Number Sense and Operations
MA.912.NSO.1.5,"Add, subtract, multiply and divide algebraic expressions involving radicals.","Generate equivalent expressions and perform operations with expressions involving exponents, radicals or logarithms.",Mathematics (B.E.S.T.),912,Number Sense and Operations
MA.912.NSO.1.6,"Given a numerical logarithmic expression, evaluate and generate equivalent numerical expressions using the properties of logarithms or exponents.","Generate equivalent expressions and perform operations with expressions involving exponents, radicals or logarithms.",Mathematics (B.E.S.T.),912,Number Sense and Operations
MA.912.NSO.1.7,"Given an algebraic logarithmic expression, generate an equivalent algebraic expression using the properties of logarithms or exponents.","Generate equivalent expressions and perform operations with expressions involving exponents, radicals or logarithms.",Mathematics (B.E.S.T.),912,Number Sense and Operations
MA.912.NSO.2.1,"Extend previous understanding of the real number system to include the complex number system. Add, subtract, multiply and divide complex numbers.",Represent and perform operations with expressions within the complex number system.,Mathematics (B.E.S.T.),912,Number Sense and Operations
MA.912.NSO.2.2,"Represent addition, subtraction, multiplication and conjugation of complex numbers geometrically on the complex plane.",Represent and perform operations with expressions within the complex number system.,Mathematics (B.E.S.T.),912,Number Sense and Operations
MA.912.NSO.2.3,Calculate the distance and midpoint between two numbers on the complex coordinate plane.,Represent and perform operations with expressions within the complex number system.,Mathematics (B.E.S.T.),912,Number Sense and Operations
MA.912.NSO.2.4,Solve mathematical and real-world problems involving complex numbers represented algebraically or on the coordinate plane.,Represent and perform operations with expressions within the complex number system.,Mathematics (B.E.S.T.),912,Number Sense and Operations
MA.912.NSO.2.5,Represent complex numbers on the complex plane in rectangular and polar forms.,Represent and perform operations with expressions within the complex number system.,Mathematics (B.E.S.T.),912,Number Sense and Operations
MA.912.NSO.2.6,Rewrite complex numbers to trigonometric form. Multiply complex numbers in trigonometric form.,Represent and perform operations with expressions within the complex number system.,Mathematics (B.E.S.T.),912,Number Sense and Operations
MA.912.NSO.3.1,Apply appropriate notation and symbols to represent vectors in the plane as directed line segments. Determine the magnitude and direction of a vector in component form.,Represent and perform operations with vectors.,Mathematics (B.E.S.T.),912,Number Sense and Operations
MA.912.NSO.3.2,"Represent vectors in component form, linear form or trigonometric form. Rewrite vectors from one form to another.",Represent and perform operations with vectors.,Mathematics (B.E.S.T.),912,Number Sense and Operations
MA.912.NSO.3.3,Solve mathematical and real-world problems involving velocity and other quantities that can be represented by vectors.,Represent and perform operations with vectors.,Mathematics (B.E.S.T.),912,Number Sense and Operations
MA.912.NSO.3.4,Solve mathematical and real-world problems involving vectors in two dimensions using the dot product and vector projections.,Represent and perform operations with vectors.,Mathematics (B.E.S.T.),912,Number Sense and Operations
MA.912.NSO.3.5,Solve mathematical and real-world problems involving vectors in three dimensions using the dot product and cross product.,Represent and perform operations with vectors.,Mathematics (B.E.S.T.),912,Number Sense and Operations
MA.912.NSO.3.6,Multiply a vector by a scalar algebraically or graphically.,Represent and perform operations with vectors.,Mathematics (B.E.S.T.),912,Number Sense and Operations
MA.912.NSO.3.7,Compute the magnitude and direction of a vector scalar multiple.,Represent and perform operations with vectors.,Mathematics (B.E.S.T.),912,Number Sense and Operations
MA.912.NSO.3.8,Add and subtract vectors algebraically or graphically.,Represent and perform operations with vectors.,Mathematics (B.E.S.T.),912,Number Sense and Operations
MA.912.NSO.3.9,"Given the magnitude and direction of two or more vectors, determine the magnitude and direction of their sum.",Represent and perform operations with vectors.,Mathematics (B.E.S.T.),912,Number Sense and Operations
MA.912.NSO.4.1,"Given a mathematical or real-world context, represent and manipulate data using matrices.",Represent and perform operations with matrices.,Mathematics (B.E.S.T.),912,Number Sense and Operations
MA.912.NSO.4.2,"Given a mathematical or real-world context, represent and solve a system of two- or three-variable linear equations using matrices.",Represent and perform operations with matrices.,Mathematics (B.E.S.T.),912,Number Sense and Operations
MA.912.NSO.4.3,"Solve mathematical and real-world problems involving addition, subtraction and multiplication of matrices.",Represent and perform operations with matrices.,Mathematics (B.E.S.T.),912,Number Sense and Operations
MA.912.NSO.4.4,Solve mathematical and real-world problems using the inverse and determinant of matrices.,Represent and perform operations with matrices.,Mathematics (B.E.S.T.),912,Number Sense and Operations
MA.912.T.1.1,Define trigonometric ratios for acute angles in right triangles.,"Define and use trigonometric ratios, identities or functions to solve problems.",Mathematics (B.E.S.T.),912,Trigonometry
MA.912.T.1.2,Solve mathematical and real-world problems involving right triangles using trigonometric ratios and the Pythagorean Theorem.,"Define and use trigonometric ratios, identities or functions to solve problems.",Mathematics (B.E.S.T.),912,Trigonometry
MA.912.T.1.3,Apply the Law of Sines and the Law of Cosines to solve mathematical and real-world problems involving triangles.,"Define and use trigonometric ratios, identities or functions to solve problems.",Mathematics (B.E.S.T.),912,Trigonometry
MA.912.T.1.4,Solve mathematical problems involving finding the area of a triangle given two sides and the included angle.,"Define and use trigonometric ratios, identities or functions to solve problems.",Mathematics (B.E.S.T.),912,Trigonometry
MA.912.T.1.5,Prove Pythagorean Identities. Apply Pythagorean Identities to calculate trigonometric ratios and to solve problems.,"Define and use trigonometric ratios, identities or functions to solve problems.",Mathematics (B.E.S.T.),912,Trigonometry
MA.912.T.1.6,"Prove the Double-Angle, Half-Angle, Angle Sum and Difference formulas for sine, cosine, and tangent. Apply these formulas to solve problems.","Define and use trigonometric ratios, identities or functions to solve problems.",Mathematics (B.E.S.T.),912,Trigonometry
MA.912.T.1.7,Simplify expressions using trigonometric identities.,"Define and use trigonometric ratios, identities or functions to solve problems.",Mathematics (B.E.S.T.),912,Trigonometry
MA.912.T.1.8,Solve mathematical and real-world problems involving one-variable trigonometric ratios.,"Define and use trigonometric ratios, identities or functions to solve problems.",Mathematics (B.E.S.T.),912,Trigonometry
MA.912.T.2.1,"Given any positive or negative angle measure in degrees or radians, identify its corresponding angle measure between 0° and 360° or between 0 and 2π. Convert between degrees and radians.",Extend trigonometric functions to the unit circle.,Mathematics (B.E.S.T.),912,Trigonometry
MA.912.T.2.2,Define the six basic trigonometric functions for all real numbers by identifying corresponding angle measures and using right triangles drawn in the unit circle.,Extend trigonometric functions to the unit circle.,Mathematics (B.E.S.T.),912,Trigonometry
MA.912.T.2.3,"Determine the values of the six basic trigonometric functions for 0,,  and and their multiples using special triangles.",Extend trigonometric functions to the unit circle.,Mathematics (B.E.S.T.),912,Trigonometry
MA.912.T.2.4,"Use the unit circle to express the values of sine, cosine and tangent for π-x, π+x, and 2π-x in terms of their values for x, where x is any real number.",Extend trigonometric functions to the unit circle.,Mathematics (B.E.S.T.),912,Trigonometry
MA.912.T.2.5,"Given angles measured in radians or degrees, calculate the values of the six basic trigonometric functions using the unit circle, trigonometric identities or technology.",Extend trigonometric functions to the unit circle.,Mathematics (B.E.S.T.),912,Trigonometry
MA.912.T.3.1,"Given a mathematical or real-world context, choose sine, cosine or tangent trigonometric functions to model periodic phenomena with specified amplitude, frequency, horizontal shift and midline.",Graph and apply trigonometric relations and functions.,Mathematics (B.E.S.T.),912,Trigonometry
MA.912.T.3.2,"Given a table, equation or written description of a trigonometric function, graph that function and determine key features.",Graph and apply trigonometric relations and functions.,Mathematics (B.E.S.T.),912,Trigonometry
MA.912.T.3.3,Solve and graph mathematical and real-world problems that are modeled with trigonometric functions. Interpret key features and determine constraints in terms of the context.,Graph and apply trigonometric relations and functions.,Mathematics (B.E.S.T.),912,Trigonometry
MA.912.T.4.1,Define and plot polar coordinates. Convert between polar coordinates and rectangular coordinates with and without the use of technology.,Extend rectangular coordinates and equations to polar and parametric forms.,Mathematics (B.E.S.T.),912,Trigonometry
