Benchmark#,Description,Idea/Standard,Subject,Grade,Body Of Knowledge/ Strand
SS.912.AA.3.2,Examine social contributions of African Americans post-Civil War.,"Identify significant events, figures and contributions that shaped African American life from 1865-1954.",Social Studies,912,African American History
SS.912.AA.3.3,"Examine the importance of sacrifices, contributions and experiences of African Americans during wartime from the Spanish-American War through the Korean War.","Identify significant events, figures and contributions that shaped African American life from 1865-1954.",Social Studies,912,African American History
SS.912.AA.3.4,"Evaluate the relationship of various ethnic groups to African Americans’ access to rights, privileges and liberties in the United States.","Identify significant events, figures and contributions that shaped African American life from 1865-1954.",Social Studies,912,African American History
SS.912.AA.3.5,"Explain the struggles faced by African American women in the 19th century as it relates to issues of suffrage, business and access to education.","Identify significant events, figures and contributions that shaped African American life from 1865-1954.",Social Studies,912,African American History
SS.912.AA.3.6,"Describe the emergence, growth, destruction and rebuilding of black communities during Reconstruction and beyond.","Identify significant events, figures and contributions that shaped African American life from 1865-1954.",Social Studies,912,African American History
SS.912.AA.3.7,"Examine economic developments of and for African Americans post-WWI, including the spending power and the development of black businesses and innovations.","Identify significant events, figures and contributions that shaped African American life from 1865-1954.",Social Studies,912,African American History
SS.912.AA.3.8,Examine political developments of and for African Americans in the post-WWI period.,"Identify significant events, figures and contributions that shaped African American life from 1865-1954.",Social Studies,912,African American History
SS.912.AA.3.9,Examine the various factors that led to and the consequences of the Great Migration.,"Identify significant events, figures and contributions that shaped African American life from 1865-1954.",Social Studies,912,African American History
SS.912.AA.3.10,"Describe the Harlem Renaissance and examine contributions from African American artists, musicians and writers and their lasting influence on American culture.","Identify significant events, figures and contributions that shaped African American life from 1865-1954.",Social Studies,912,African American History
SS.912.AA.3.11,"Examine and analyze the impact and achievements of African American women in the fields of education, journalism, science, industry, the arts, and as writers and orators in the 20th century.","Identify significant events, figures and contributions that shaped African American life from 1865-1954.",Social Studies,912,African American History
SS.912.AA.3.12,"Analyze the impact and contributions of African American role models as inventors, scientists, industrialist, educators, artists, athletes, politicians and physicians in the 19th and early 20th centuries and explain the significance of their work on American society.","Identify significant events, figures and contributions that shaped African American life from 1865-1954.",Social Studies,912,African American History
SS.912.AA.3.13,Explain how WWII was an impetus for the modern Civil Rights Movement.,"Identify significant events, figures and contributions that shaped African American life from 1865-1954.",Social Studies,912,African American History
SS.912.AA.3.14,Examine key figures and events from Florida that affected African Americans.,"Identify significant events, figures and contributions that shaped African American life from 1865-1954.",Social Studies,912,African American History
SS.912.AA.4.1,Analyze the influences and contributions of African American musical pioneers.,"Analyze economic, political, legal and social advancements of African Americans and their contributions and sacrifices to American life from 1954 to present, including factors that influenced them.",Social Studies,912,African American History
SS.912.AA.4.2,Analyze the influence and contributions of African Americans to film.,"Analyze economic, political, legal and social advancements of African Americans and their contributions and sacrifices to American life from 1954 to present, including factors that influenced them.",Social Studies,912,African American History
SS.912.AA.4.3,"Examine the importance of sacrifices, contributions and experiences of African Americans during military service from 1954 to present.","Analyze economic, political, legal and social advancements of African Americans and their contributions and sacrifices to American life from 1954 to present, including factors that influenced them.",Social Studies,912,African American History
SS.912.AA.4.4,"Analyze the course, consequence and influence of the modern Civil Rights Movement.","Analyze economic, political, legal and social advancements of African Americans and their contributions and sacrifices to American life from 1954 to present, including factors that influenced them.",Social Studies,912,African American History
SS.912.AA.4.5,Compare differing organizational approaches to achieving equality in America.,"Analyze economic, political, legal and social advancements of African Americans and their contributions and sacrifices to American life from 1954 to present, including factors that influenced them.",Social Studies,912,African American History
SS.912.AA.4.6,Examine organizational approaches to resisting equality in America.,"Analyze economic, political, legal and social advancements of African Americans and their contributions and sacrifices to American life from 1954 to present, including factors that influenced them.",Social Studies,912,African American History
SS.912.AA.4.7,Explain the struggles and successes for access to equal educational opportunities for African Americans.,"Analyze economic, political, legal and social advancements of African Americans and their contributions and sacrifices to American life from 1954 to present, including factors that influenced them.",Social Studies,912,African American History
SS.912.AA.4.8,"Analyze the contributions of African Americans to the fields of science, technology, engineering and mathematics (STEM).","Analyze economic, political, legal and social advancements of African Americans and their contributions and sacrifices to American life from 1954 to present, including factors that influenced them.",Social Studies,912,African American History
SS.912.AA.4.9,"Examine the key people who helped shape modern civil rights movement (e.g., Dr. Martin Luther King Jr., Claudette Colvin, Rosa Parks, Stokely Carmichael, Fannie Lou Hamer, Freedom Riders, A. Philip Randolph, Malcolm X, Justice Thurgood Marshall, Mamie Till Mobley, Diane Nash, Coretta Scott King, John Lewis, Medgar Evers).","Analyze economic, political, legal and social advancements of African Americans and their contributions and sacrifices to American life from 1954 to present, including factors that influenced them.",Social Studies,912,African American History
SS.912.AA.4.10,Identify key legislation and the politicians and political figures who advanced American equality and representative democracy.,"Analyze economic, political, legal and social advancements of African Americans and their contributions and sacrifices to American life from 1954 to present, including factors that influenced them.",Social Studies,912,African American History
SS.912.AA.4.11,"Analyze the role of famous African Americans who contributed to the visual and performing arts (e.g., Florida Highwaymen, Marian Anderson, Alvin Ailey, Misty Copeland).","Analyze economic, political, legal and social advancements of African Americans and their contributions and sacrifices to American life from 1954 to present, including factors that influenced them.",Social Studies,912,African American History
SS.912.AA.4.12,"Analyze economic, political, legal and social experiences of African Americans and their contributions and sacrifices to American life from 1960 to present.","Analyze economic, political, legal and social advancements of African Americans and their contributions and sacrifices to American life from 1954 to present, including factors that influenced them.",Social Studies,912,African American History
SS.912.AA.4.13,"Examine key events and persons related to society, economics and politics in Florida as they influenced African American experiences.","Analyze economic, political, legal and social advancements of African Americans and their contributions and sacrifices to American life from 1954 to present, including factors that influenced them.",Social Studies,912,African American History
SS.912.CG.1.1,"Examine how intellectual influences in primary documents contributed to the ideas in the Declaration of Independence, the U.S. Constitution and the Bill of Rights.","Demonstrate an understanding of the origins and purposes of government, law and the American political system.",Social Studies,912,Civics and Government
SS.912.CG.1.2,Explain the influence of Enlightenment ideas on the Declaration of Independence.,"Demonstrate an understanding of the origins and purposes of government, law and the American political system.",Social Studies,912,Civics and Government
SS.912.CG.1.3,Explain arguments presented in the Federalist Papers in support of ratifying the U.S. Constitution and a republican form of government.,"Demonstrate an understanding of the origins and purposes of government, law and the American political system.",Social Studies,912,Civics and Government
SS.912.CG.1.4,Analyze how the ideals and principles expressed in the founding documents shape America as a constitutional republic.,"Demonstrate an understanding of the origins and purposes of government, law and the American political system.",Social Studies,912,Civics and Government
SS.912.CG.1.5,"Explain how the U.S. Constitution and its amendments uphold the following political principles: checks and balances, consent of the governed, democracy, due process of law, federalism, individual rights, limited government, representative government, republicanism, rule of law and separation of powers.","Demonstrate an understanding of the origins and purposes of government, law and the American political system.",Social Studies,912,Civics and Government
SS.912.CG.2.1,"Examine how intellectual influences in primary documents contributed to the ideas in the Declaration of Independence, the U.S. Constitution and the Bill of Rights.","Evaluate the roles, rights and responsibilities of U.S. citizens and determine methods of active participation in society, government and the political system.",Social Studies,912,Civics and Government
SS.912.CG.2.2,Explain the importance of political and civic participation to the success of the United States’ constitutional republic.,"Evaluate the roles, rights and responsibilities of U.S. citizens and determine methods of active participation in society, government and the political system.",Social Studies,912,Civics and Government
SS.912.CG.2.3,"Explain the responsibilities of citizens at the local, state and national levels.","Evaluate the roles, rights and responsibilities of U.S. citizens and determine methods of active participation in society, government and the political system.",Social Studies,912,Civics and Government
SS.912.CG.2.4,"Evaluate, take and defend objective, evidence-based positions on issues that cause the government to balance the interests of individuals with the public good.","Evaluate the roles, rights and responsibilities of U.S. citizens and determine methods of active participation in society, government and the political system.",Social Studies,912,Civics and Government
SS.912.CG.2.5,Analyze contemporary and historical examples of government-imposed restrictions on rights.,"Evaluate the roles, rights and responsibilities of U.S. citizens and determine methods of active participation in society, government and the political system.",Social Studies,912,Civics and Government
SS.912.CG.2.6,Explain how the principles contained in foundational documents contributed to the expansion of civil rights and liberties over time.,"Evaluate the roles, rights and responsibilities of U.S. citizens and determine methods of active participation in society, government and the political system.",Social Studies,912,Civics and Government
SS.912.CG.2.7,Analyze the impact of civic engagement as a means of preserving or reforming institutions.,"Evaluate the roles, rights and responsibilities of U.S. citizens and determine methods of active participation in society, government and the political system.",Social Studies,912,Civics and Government
SS.912.CG.2.8,"Explain the impact of political parties, interest groups, media and individuals on determining and shaping public policy.","Evaluate the roles, rights and responsibilities of U.S. citizens and determine methods of active participation in society, government and the political system.",Social Studies,912,Civics and Government
SS.912.CG.2.9,Explain the process and procedures of elections at the state and national levels.,"Evaluate the roles, rights and responsibilities of U.S. citizens and determine methods of active participation in society, government and the political system.",Social Studies,912,Civics and Government
SS.912.CG.2.10,"Analyze factors that contribute to voter turnout in local, state and national elections.","Evaluate the roles, rights and responsibilities of U.S. citizens and determine methods of active participation in society, government and the political system.",Social Studies,912,Civics and Government
SS.912.CG.2.11,"Evaluate political communication for bias, factual accuracy, omission and emotional appeal.","Evaluate the roles, rights and responsibilities of U.S. citizens and determine methods of active participation in society, government and the political system.",Social Studies,912,Civics and Government
SS.912.CG.2.12,"Explain how interest groups, the media and public opinion influence local, state and national decision-making related to public issues.","Evaluate the roles, rights and responsibilities of U.S. citizens and determine methods of active participation in society, government and the political system.",Social Studies,912,Civics and Government
SS.912.CG.2.13,Analyze the influence and effects of various forms of media and the internet in political communication.,"Evaluate the roles, rights and responsibilities of U.S. citizens and determine methods of active participation in society, government and the political system.",Social Studies,912,Civics and Government
SS.912.CG.3.1,Analyze how certain political ideologies conflict with the principles of freedom and democracy.,"Demonstrate an understanding of the principles, functions and organization of government.",Social Studies,912,Civics and Government
SS.912.CG.3.2,Explain how the U.S. Constitution safeguards and limits individual rights.,"Demonstrate an understanding of the principles, functions and organization of government.",Social Studies,912,Civics and Government
SS.912.CG.3.3,"Analyze the structures, functions and processes of the legislative branch as described in Article I of the U.S. Constitution.","Demonstrate an understanding of the principles, functions and organization of government.",Social Studies,912,Civics and Government
SS.912.CG.3.4,"Analyze the structures, functions and processes of the executive branch as described in Article II of the U.S. Constitution.","Demonstrate an understanding of the principles, functions and organization of government.",Social Studies,912,Civics and Government
SS.912.CG.3.5,Describe how independent regulatory agencies interact with the three branches of government and with citizens.,"Demonstrate an understanding of the principles, functions and organization of government.",Social Studies,912,Civics and Government
SS.912.CG.3.6,"Explain expressed, implied, concurrent and reserved powers in the U.S. Constitution.","Demonstrate an understanding of the principles, functions and organization of government.",Social Studies,912,Civics and Government
SS.912.CG.3.7,"Analyze the structures, functions and processes of the judicial branch as described in Article III of the U.S. Constitution.","Demonstrate an understanding of the principles, functions and organization of government.",Social Studies,912,Civics and Government
SS.912.CG.3.8,Describe the purpose and function of judicial review in the American constitutional government.,"Demonstrate an understanding of the principles, functions and organization of government.",Social Studies,912,Civics and Government
SS.912.CG.3.9,Compare the role of state and federal judges with other elected officials.,"Demonstrate an understanding of the principles, functions and organization of government.",Social Studies,912,Civics and Government
SS.912.CG.3.10,Analyze the levels and responsibilities of state and federal courts.,"Demonstrate an understanding of the principles, functions and organization of government.",Social Studies,912,Civics and Government
SS.912.CG.3.11,"Evaluate how landmark Supreme Court decisions affect law, liberty and the interpretation of the U.S. Constitution.","Demonstrate an understanding of the principles, functions and organization of government.",Social Studies,912,Civics and Government
SS.912.CG.3.12,Analyze the concept of federalism in the United States and its role in establishing the relationship between the state and national governments.,"Demonstrate an understanding of the principles, functions and organization of government.",Social Studies,912,Civics and Government
SS.912.CG.3.13,"Explain how issues between Florida, other states and the national government are resolved.","Demonstrate an understanding of the principles, functions and organization of government.",Social Studies,912,Civics and Government
SS.912.CG.3.14,Explain the judicial decision-making process in interpreting law at the state and national levels.,"Demonstrate an understanding of the principles, functions and organization of government.",Social Studies,912,Civics and Government
SS.912.CG.3.15,"Explain how citizens are affected by the local, state and national governments.","Demonstrate an understanding of the principles, functions and organization of government.",Social Studies,912,Civics and Government
SS.912.CG.4.1,Analyze how liberty and economic freedom generate broad-based opportunity and prosperity in the United States.,Demonstrate an understanding of contemporary issues in world affairs and evaluate the role and impact of U.S. foreign policy.,Social Studies,912,Civics and Government
SS.912.CG.4.2,Explain how the United States uses foreign policy to influence other nations.,Demonstrate an understanding of contemporary issues in world affairs and evaluate the role and impact of U.S. foreign policy.,Social Studies,912,Civics and Government
SS.912.CG.4.3,Explain how U.S. foreign policy supports democratic principles and protects human rights around the world.,Demonstrate an understanding of contemporary issues in world affairs and evaluate the role and impact of U.S. foreign policy.,Social Studies,912,Civics and Government
SS.912.CG.4.4,Identify indicators of democratization in foreign countries.,Demonstrate an understanding of contemporary issues in world affairs and evaluate the role and impact of U.S. foreign policy.,Social Studies,912,Civics and Government
SS.912.CG.4.5,"Analyze the ways in which the United States and the world responded to the significant events of September 11, 2001.",Demonstrate an understanding of contemporary issues in world affairs and evaluate the role and impact of U.S. foreign policy.,Social Studies,912,Civics and Government
SS.912.E.1.1,Identify the factors of production and why they are necessary for the production of goods and services.,Understand the fundamental concepts relevant to the development of a market economy.,Social Studies,912,Economics
SS.912.E.1.2,"Analyze production possibilities curves to explain choice, scarcity, and opportunity costs.",Understand the fundamental concepts relevant to the development of a market economy.,Social Studies,912,Economics
SS.912.E.1.3,"Compare how the various economic systems (traditional, market, command, mixed) answer the questions: (1) What to produce?; (2) How to produce?; and (3) For whom to produce?",Understand the fundamental concepts relevant to the development of a market economy.,Social Studies,912,Economics
SS.912.E.1.4,"Define supply, demand, quantity supplied,and quantity demanded; graphically illustrate situations that would cause changes in each, and demonstrate how the equilibrium price of a product is determined by the interaction of supply and demand in the market place.",Understand the fundamental concepts relevant to the development of a market economy.,Social Studies,912,Economics
SS.912.E.1.5,Compare different forms of business organizations.,Understand the fundamental concepts relevant to the development of a market economy.,Social Studies,912,Economics
SS.912.E.1.6,"Compare the basic characteristics of the four market structures (monopoly, oligopoly, monopolistic competition, pure competition).",Understand the fundamental concepts relevant to the development of a market economy.,Social Studies,912,Economics
SS.912.E.1.7,Graph and explain how firms determine price and output through marginal cost analysis.,Understand the fundamental concepts relevant to the development of a market economy.,Social Studies,912,Economics
SS.912.E.1.8,Explain ways firms engage in price and nonprice competition.,Understand the fundamental concepts relevant to the development of a market economy.,Social Studies,912,Economics
SS.912.E.1.9,Describe how the earnings of workers are determined.,Understand the fundamental concepts relevant to the development of a market economy.,Social Studies,912,Economics
SS.912.E.1.10,"Explain the use of fiscal policy (taxation, spending) to promote price stability, full employment, and economic growth.",Understand the fundamental concepts relevant to the development of a market economy.,Social Studies,912,Economics
SS.912.E.1.11,"Explain how the Federal Reserve uses the tools of monetary policy (discount rate, reserve requirement, open market operations) to promote price stability, full employment, and economic growth.",Understand the fundamental concepts relevant to the development of a market economy.,Social Studies,912,Economics
SS.912.E.1.12,"Examine the four phases of the business cycle (peak, contraction - unemployment, trough, expansion - inflation).",Understand the fundamental concepts relevant to the development of a market economy.,Social Studies,912,Economics
SS.912.E.1.13,"Explain the basic functions and characteristics of money, and describe the composition of the money supply in the United States.",Understand the fundamental concepts relevant to the development of a market economy.,Social Studies,912,Economics
SS.912.E.1.14,"Compare credit, savings, and investment services available to the consumer from financial institutions.",Understand the fundamental concepts relevant to the development of a market economy.,Social Studies,912,Economics
SS.912.E.1.15,Describe the risk and return profiles of various investment vehicles and the importance of diversification.,Understand the fundamental concepts relevant to the development of a market economy.,Social Studies,912,Economics
SS.912.E.1.16,Construct a one-year budget plan for a specific career path including expenses and construction of a credit plan for purchasing a major item.,Understand the fundamental concepts relevant to the development of a market economy.,Social Studies,912,Economics
SS.912.E.2.1,Identify and explain broad economic goals.,"Understand the fundamental concepts relevant to the institutions, structure, and functions of a national economy.",Social Studies,912,Economics
SS.912.E.2.2,"Use a decision-making model to analyze a public policy issue affecting the student's community that incorporates defining a problem, analyzing the potential consequences, and considering the alternatives.","Understand the fundamental concepts relevant to the institutions, structure, and functions of a national economy.",Social Studies,912,Economics
SS.912.E.2.3,"Research contributions of entrepreneurs, inventors, and other key individuals from various gender, social, and ethnic backgrounds in the development of the United States.","Understand the fundamental concepts relevant to the institutions, structure, and functions of a national economy.",Social Studies,912,Economics
SS.912.E.2.4,"Diagram and explain the problems that occur when government institutes wage and price controls, and explain the rationale for these controls.","Understand the fundamental concepts relevant to the institutions, structure, and functions of a national economy.",Social Studies,912,Economics
SS.912.E.2.5,Analyze how capital investments may impact productivity and economic growth.,"Understand the fundamental concepts relevant to the institutions, structure, and functions of a national economy.",Social Studies,912,Economics
SS.912.E.2.6,Examine the benefits of natural monopolies and the purposes of government regulation of these monopolies.,"Understand the fundamental concepts relevant to the institutions, structure, and functions of a national economy.",Social Studies,912,Economics
SS.912.E.2.7,Identify the impact of inflation on society.,"Understand the fundamental concepts relevant to the institutions, structure, and functions of a national economy.",Social Studies,912,Economics
SS.912.E.2.8,"Differentiate between direct and indirect taxes, and describe the progressivity of taxes (progressive, proportional, regressive).","Understand the fundamental concepts relevant to the institutions, structure, and functions of a national economy.",Social Studies,912,Economics
SS.912.E.2.9,Analyze how changes in federal spending and taxation affect budget deficits and surpluses and the national debt.,"Understand the fundamental concepts relevant to the institutions, structure, and functions of a national economy.",Social Studies,912,Economics
SS.912.E.2.10,Describe the organization and functions of the Federal Reserve System.,"Understand the fundamental concepts relevant to the institutions, structure, and functions of a national economy.",Social Studies,912,Economics
SS.912.E.2.11,"Assess the economic impact of negative and positive externalities on the local, state, and national environment.","Understand the fundamental concepts relevant to the institutions, structure, and functions of a national economy.",Social Studies,912,Economics
SS.912.E.2.12,"Construct a circular flow diagram for an open-market economy including elements of households, firms, government, financial institutions, product and factor markets, and international trade.","Understand the fundamental concepts relevant to the institutions, structure, and functions of a national economy.",Social Studies,912,Economics
SS.912.E.3.1,Demonstrate the impact of inflation on world economies.,Understand the fundamental concepts and interrelationships of the United States economy in the international marketplace.,Social Studies,912,Economics
SS.912.E.3.2,"Examine absolute and comparative advantage, and explain why most trade occurs because of comparative advantage.",Understand the fundamental concepts and interrelationships of the United States economy in the international marketplace.,Social Studies,912,Economics
SS.912.E.3.3,Discuss the effect of barriers to trade and why nations sometimes erect barriers to trade or establish free trade zones.,Understand the fundamental concepts and interrelationships of the United States economy in the international marketplace.,Social Studies,912,Economics
SS.912.E.3.4,Assess the economic impact of negative and positive externalities on the international environment.,Understand the fundamental concepts and interrelationships of the United States economy in the international marketplace.,Social Studies,912,Economics
SS.912.E.3.5,Compare the current United States economy with other developed and developing nations.,Understand the fundamental concepts and interrelationships of the United States economy in the international marketplace.,Social Studies,912,Economics
SS.912.E.3.6,Differentiate and draw conclusions about historical economic thought theorized by economists.,Understand the fundamental concepts and interrelationships of the United States economy in the international marketplace.,Social Studies,912,Economics
SS.912.FL.1.1,Evaluate and reflect on how values affect personal financial decision-making.,Understanding the attitudes and behaviors of personal financial decision making.,Social Studies,912,Financial Literacy
SS.912.FL.1.2,Understand how cognitive biases affect personal financial decision-making.,Understanding the attitudes and behaviors of personal financial decision making.,Social Studies,912,Financial Literacy
SS.912.FL.1.3,"Explain that loss aversion implies that losses brought about by a decision are weighed more than the gains, which may affect the final decision.",Understanding the attitudes and behaviors of personal financial decision making.,Social Studies,912,Financial Literacy
SS.912.FL.1.4,Explain that people place more weight on something they already have as opposed to things they do not. This endowment effect can result in people being reluctant to part with things they possess.,Understanding the attitudes and behaviors of personal financial decision making.,Social Studies,912,Financial Literacy
SS.912.FL.1.5,Evaluate how herd mentality affects personal financial decision-making.,Understanding the attitudes and behaviors of personal financial decision making.,Social Studies,912,Financial Literacy
SS.912.FL.1.6,"Describe how a piece of information received early, even if incorrect or irrelevant, can provide an anchor that people use when making their personal financial decisions.",Understanding the attitudes and behaviors of personal financial decision making.,Social Studies,912,Financial Literacy
SS.912.FL.1.7,Describe how people often focus on information that confirms their original beliefs when they research information to make personal financial decisions.,Understanding the attitudes and behaviors of personal financial decision making.,Social Studies,912,Financial Literacy
SS.912.FL.1.8,Identify examples of how people are affected by present bias.,Understanding the attitudes and behaviors of personal financial decision making.,Social Studies,912,Financial Literacy
SS.912.FL.2.1,"Describe how people choose jobs or careers for which they are qualified based on potential income as well as non-income factors, such as job satisfaction, independence, risk, family, or location.",Explore and evaluate the benefits and costs (including tax implications) of various paths toward earning income.,Social Studies,912,Financial Literacy
SS.912.FL.2.2,Explain that people vary in their willingness to obtain more education or training because these decisions involve incurring immediate costs to obtain possible future benefits.,Explore and evaluate the benefits and costs (including tax implications) of various paths toward earning income.,Social Studies,912,Financial Literacy
SS.912.FL.2.3,"Analyze the ways that people can make more informed education, job, or career decisions by evaluating the benefits and costs of different choices.",Explore and evaluate the benefits and costs (including tax implications) of various paths toward earning income.,Social Studies,912,Financial Literacy
SS.912.FL.2.4,Analyze the reasons why the wage or salary paid to workers in jobs is usually determined by the labor market.,Explore and evaluate the benefits and costs (including tax implications) of various paths toward earning income.,Social Studies,912,Financial Literacy
SS.912.FL.2.5,Discuss reasons why changes in economic conditions or the labor market can cause changes in a worker’s income or may cause unemployment.,Explore and evaluate the benefits and costs (including tax implications) of various paths toward earning income.,Social Studies,912,Financial Literacy
SS.912.FL.2.6,"Explain that taxes are paid to federal, state, and local governments to fund government goods and services as well as transfer payments from government to individuals.",Explore and evaluate the benefits and costs (including tax implications) of various paths toward earning income.,Social Studies,912,Financial Literacy
SS.912.FL.2.7,"Explain how interest, dividends, and capital gains are forms of income earned from financial investments.",Explore and evaluate the benefits and costs (including tax implications) of various paths toward earning income.,Social Studies,912,Financial Literacy
SS.912.FL.2.8,"Evaluate how the sources of income, amount of income, as well as the amount and type of spending affect the types and amounts of taxes paid.",Explore and evaluate the benefits and costs (including tax implications) of various paths toward earning income.,Social Studies,912,Financial Literacy
SS.912.FL.2.9,Describe why some people choose to become entrepreneurs as a career choice.,Explore and evaluate the benefits and costs (including tax implications) of various paths toward earning income.,Social Studies,912,Financial Literacy
SS.912.FL.2.10,Evaluate the benefits and costs of “gig” employment.,Explore and evaluate the benefits and costs (including tax implications) of various paths toward earning income.,Social Studies,912,Financial Literacy
SS.912.FL.2.11,Describe how Social Security is funded and the benefit it provides to retirees.,Explore and evaluate the benefits and costs (including tax implications) of various paths toward earning income.,Social Studies,912,Financial Literacy
SS.912.FL.2.12,Identify and complete appropriate tax forms to calculate the amount of federal income tax owed.,Explore and evaluate the benefits and costs (including tax implications) of various paths toward earning income.,Social Studies,912,Financial Literacy
SS.912.FL.2.13,Describe the types and sources of taxes at the local level.,Explore and evaluate the benefits and costs (including tax implications) of various paths toward earning income.,Social Studies,912,Financial Literacy
SS.912.FL.3.1,"Analyze the factors that influence a consumer’s decision-making process (e.g., the price of a good or service, the price of alternatives, income level, personal preferences, advertisements, and reviews.)","Explore and evaluate the role, influences and legal responsibility of being a consumer of goods and services.",Social Studies,912,Financial Literacy
SS.912.FL.3.2,Explain that the consumption of a good or service can have positive or negative effects on others.,"Explore and evaluate the role, influences and legal responsibility of being a consumer of goods and services.",Social Studies,912,Financial Literacy
SS.912.FL.3.3,"Discuss that when buying a good, consumers may consider various aspects and features of the product.","Explore and evaluate the role, influences and legal responsibility of being a consumer of goods and services.",Social Studies,912,Financial Literacy
SS.912.FL.3.4,Describe ways that consumers may be influenced by how the price of a good is expressed.,"Explore and evaluate the role, influences and legal responsibility of being a consumer of goods and services.",Social Studies,912,Financial Literacy
SS.912.FL.3.5,Discuss ways people incur costs and realize benefits when searching for information related to their purchases of goods and services.,"Explore and evaluate the role, influences and legal responsibility of being a consumer of goods and services.",Social Studies,912,Financial Literacy
SS.912.FL.3.6,Explain that people may choose to donate money to charitable organizations and other not-for-profit organizations because they gain satisfaction from donating.,"Explore and evaluate the role, influences and legal responsibility of being a consumer of goods and services.",Social Studies,912,Financial Literacy
SS.912.FL.3.7,Explain how governments establish laws and institutions to provide consumers with information about goods or services being purchased and to protect consumers.,"Explore and evaluate the role, influences and legal responsibility of being a consumer of goods and services.",Social Studies,912,Financial Literacy
SS.912.FL.3.8,Evaluate how different forms of payment can result in costs or fees.,"Explore and evaluate the role, influences and legal responsibility of being a consumer of goods and services.",Social Studies,912,Financial Literacy
SS.912.FL.3.9,Develop a budget based on a given income and expenses for long-term and short-term financial goals.,"Explore and evaluate the role, influences and legal responsibility of being a consumer of goods and services.",Social Studies,912,Financial Literacy
SS.912.FL.3.10,"Understand that when individuals or business owners buy or sell goods or services, they may enter into contracts.","Explore and evaluate the role, influences and legal responsibility of being a consumer of goods and services.",Social Studies,912,Financial Literacy
SS.912.FL.3.11,Evaluate and interpret terms and conditions within a contract.,"Explore and evaluate the role, influences and legal responsibility of being a consumer of goods and services.",Social Studies,912,Financial Literacy
SS.912.FL.3.12,Understand the process of identifying and contesting an incorrect billing statement.,"Explore and evaluate the role, influences and legal responsibility of being a consumer of goods and services.",Social Studies,912,Financial Literacy
SS.912.FL.4.1,Describe the different types of accounts and financial products offered through banking institutions.,"Identify and compare the different means and risks of saving and investing money, including the impact of inflation and interest rates.",Social Studies,912,Financial Literacy
SS.912.FL.4.2,Compare and contrast the characteristics of the various accounts and services offered by depository institutions.,"Identify and compare the different means and risks of saving and investing money, including the impact of inflation and interest rates.",Social Studies,912,Financial Literacy
SS.912.FL.4.3,Explain how people should regularly track and manage funds in their account to ensure enough funds are available in those accounts to cover any outstanding transactions or future automated withdrawals.,"Identify and compare the different means and risks of saving and investing money, including the impact of inflation and interest rates.",Social Studies,912,Financial Literacy
SS.912.FL.4.4,Analyze the impact of spending versus saving.,"Identify and compare the different means and risks of saving and investing money, including the impact of inflation and interest rates.",Social Studies,912,Financial Literacy
SS.912.FL.4.5,Describe how inflation reduces the value of money.,"Identify and compare the different means and risks of saving and investing money, including the impact of inflation and interest rates.",Social Studies,912,Financial Literacy
SS.912.FL.4.6,Compare the difference between the nominal interest rate and the real interest rate.,"Identify and compare the different means and risks of saving and investing money, including the impact of inflation and interest rates.",Social Studies,912,Financial Literacy
SS.912.FL.4.7,Describe ways that money received (or paid) in the future can be compared to money held today by discounting the future value based on the rate of interest.,"Identify and compare the different means and risks of saving and investing money, including the impact of inflation and interest rates.",Social Studies,912,Financial Literacy
SS.912.FL.4.8,"Explain ways that government agencies supervise and regulate financial institutions to help protect the safety, soundness, and legal compliance of the United States banking and financial system.","Identify and compare the different means and risks of saving and investing money, including the impact of inflation and interest rates.",Social Studies,912,Financial Literacy
SS.912.FL.4.9,Describe government policies that create incentives and disincentives for people to save.,"Identify and compare the different means and risks of saving and investing money, including the impact of inflation and interest rates.",Social Studies,912,Financial Literacy
SS.912.FL.4.10,Explain how employer benefit programs create incentives and disincentives to save and how an employee’s decision to save can depend on how the alternatives are presented by the employer.,"Identify and compare the different means and risks of saving and investing money, including the impact of inflation and interest rates.",Social Studies,912,Financial Literacy
SS.912.FL.5.1,"Analyze the ways that consumers can compare the cost of credit by using the annual percentage rate (APR), initial fees charged, and fees charged for late payment or missed payments.","Identify and analyze the benefits, risks, associated fees and laws that consumers should consider when choosing to buy on credit.",Social Studies,912,Financial Literacy
SS.912.FL.5.2,Explain why banks and financial institutions sometimes compete by offering credit at low introductory rates.,"Identify and analyze the benefits, risks, associated fees and laws that consumers should consider when choosing to buy on credit.",Social Studies,912,Financial Literacy
SS.912.FL.5.3,Explain that loans can be unsecured or secured with collateral.,"Identify and analyze the benefits, risks, associated fees and laws that consumers should consider when choosing to buy on credit.",Social Studies,912,Financial Literacy
SS.912.FL.5.4,"Describe the factors that influence the cost of borrowing from the perspective of the buyer and the seller, such as down payments and interest rates.","Identify and analyze the benefits, risks, associated fees and laws that consumers should consider when choosing to buy on credit.",Social Studies,912,Financial Literacy
SS.912.FL.5.5,Explain that lenders make credit decisions based in part on consumer payment history.,"Identify and analyze the benefits, risks, associated fees and laws that consumers should consider when choosing to buy on credit.",Social Studies,912,Financial Literacy
SS.912.FL.5.6,Demonstrate an understanding of completing a loan application.,"Identify and analyze the benefits, risks, associated fees and laws that consumers should consider when choosing to buy on credit.",Social Studies,912,Financial Literacy
